Year,Product,Rep,Type,North,South,East,West
1991,PC,Ma,Sim,0,0.02,0,0.01
1994,SNES,Ni,Sim,0.93,0.27,0.75,0.04
2012,Wii,ElAr,Sim,0.1,0.01,0,0.01
2012,DS,ElAr,Sim,0.08,0.02,0,0.01
2012,DS,ElAr,Sim,0.26,0.21,0,0.06
2012,Wii,ElAr,Sim,0.15,0.14,0,0.03
2001,PC,ElAr,Str,2.04,0.04,0,0
2002,PS,ElAr,Str,0.35,0.24,0,0.04
2015,DS,na,Act,0.03,0,0,0
2003,PTwo,SwEn,Sho,0.03,0.03,0,0.01
2013,DS,DeSi,Puz,0.1,0,0,0.01
2001,PS,ES,Pla,0.03,0.02,0,0
2007,XB,KoDiEn,Sho,0.07,0.02,0,0
2005,PTwo,KoDiEn,Sho,0.08,0.06,0,0.02
2004,PTwo,KoDiEn,Sho,0.09,0.07,0,0.02
2003,PTwo,KoDiEn,Sho,0.19,0.15,0,0.05
2005,GBA,KoDiEn,Sho,0.02,0.01,0,0
2010,PC,Ub,Sim,0,0.04,0,0.01
2008,PC,Ub,Sim,0,0.07,0,0.01
2013,PC,Ub,Sim,0,0.21,0,0.05
2012,Wii,KoDiEn,Act,0.23,0.19,0.01,0.05
2013,PTwo,KoDiEn,Act,0.13,0.22,0.01,0.23
2013,PSP,KoDiEn,Act,0.09,0.13,0.01,0.08
2010,PSP,KoDiEn,Act,0.22,0.16,0.04,0.1
2011,PTwo,KoDiEn,Act,0.03,0.03,0,0.01
,360,KoDiEn,Act,0.25,0.16,0,0.04
,PS3,KoDiEn,Act,0.18,0.15,0,0.06
2015,PS3,KoDiEn,Act,0.21,0.16,0.04,0.06
2015,360,KoDiEn,Act,0.22,0.08,0,0.03
2015,PSV,KoDiEn,Act,0.13,0.06,0,0.04
2015,PS3,KoDiEn,Act,0.15,0.11,0.03,0.05
2015,360,KoDiEn,Act,0.11,0.06,0.01,0.02
2007,PTwo,KoDiEn,Act,0.25,0.19,0,0.06
2007,XB,KoDiEn,Act,0.14,0.04,0,0.01
2006,PTwo,KoDiEn,Act,0.35,0.27,0,0.09
2004,XB,KoDiEn,Act,0.21,0.06,0,0.01
2004,PTwo,KoDiEn,Act,0.62,0.49,0,0.16
2002,PS,KoDiEn,Act,0.71,0.48,0.3,0.1
2002,PS,ViIn,Act,0.01,0.01,0,0
2008,GBA,At,Rol,0.04,0.01,0,0
2011,DS,SqEn,Rol,0,0,0.07,0
2003,PTwo,AsAcEn,Sim,0,0,0.09,0
2009,PC,TaIn,Sim,0.01,0.03,0,0.01
2008,XB,TaIn,Str,0.11,0.03,0,0.01
2010,PSP,TaIn,Str,0.16,0.01,0,0.02
2013,Wii,TaIn,Str,0.13,0.02,0,0.01
2017,PC,TaIn,Str,0.11,0.22,0,0.03
2013,PC,TaIn,Str,0.98,0.52,0,0.19
2018,PSV,TaIn,Str,0,0,0.02,0
2011,360,TaIn,Str,0.58,0.17,0,0.07
2011,PS3,TaIn,Str,0.49,0.19,0.01,0.1
2011,DS,TaIn,Str,0.38,0.03,0.02,0.04
2008,PC,TaIn,Str,0.02,0.12,0,0.03
2012,PC,MeLL,Adv,0,0.17,0,0.03
2014,PSP,SySo,Str,0,0,0.01,0
2013,PSP,KaSh,Adv,0,0,0.04,0
2011,DS,KoDiEn,Act,0,0,0.03,0
2011,DS,KoDiEn,Act,0,0,0.05,0
2011,Wii,Ac,Mis,0.28,0,0,0.02
2011,DS,Ac,Mis,0.22,0,0,0.02
2011,PTwo,Ac,Mis,0.03,0.03,0,0.01
2006,GBA,TDMe,Pla,0.15,0.06,0,0
2010,DS,Ac,Sim,0.26,0,0,0.02
2005,GBA,TDMe,Act,0.47,0.17,0,0.01
2013,DS,Ac,Pla,0.19,0.1,0,0.03
2013,Wii,Ac,Pla,0.19,0.09,0,0.03
2013,PS3,Ac,Pla,0.16,0.02,0,0.02
2013,360,Ac,Pla,0.09,0,0,0.01
2010,360,Ac,Act,0.54,0.1,0,0.06
2010,PTwo,Ac,Act,0.4,0.02,0,0.07
2010,PSP,Ac,Act,0.08,0.15,0,0.09
2010,Wii,Ac,Act,0.26,0.01,0,0.02
,DS,Ac,Act,0.26,0.02,0,0.02
2005,GBA,TDMe,Rac,0.22,0.08,0,0.01
2008,PTwo,Ac,Act,0.24,0.19,0,0.06
2008,GBA,Ac,Act,0.24,0.09,0,0.01
2008,GC,Ac,Act,0.17,0.04,0,0.01
2008,DS,Ac,Act,0.17,0,0,0.01
2008,XB,Ac,Act,0.07,0.02,0,0
2005,PTwo,TDMe,Mis,0.14,0.11,0,0.04
2005,XB,TDMe,Mis,0.1,0.03,0,0
2006,GC,TDMe,Mis,0.04,0.01,0,0
2009,GC,Ac,Rac,0.1,0.03,0,0
2009,PSP,Ac,Rac,0.08,0,0,0.01
2005,GC,TDMe,Pla,0.13,0.03,0,0
2007,GBA,Ac,Adv,0.42,0.15,0,0.01
2008,GBA,Ac,Mis,0.1,0.04,0,0
2007,PTwo,Ac,Pla,1.12,0.69,0.03,0.02
2007,GC,Ac,Pla,0.73,0.26,0.01,0.03
2007,XB,Ac,Pla,0.4,0.13,0,0.02
2010,GBA,na,Mis,0.87,0.32,0,0.02
2009,GBA,HaIn,Mis,0.01,0,0,0
2004,XB,TDMe,Pla,0.25,0.1,0,0.01
2005,PTwo,ElAr,Rac,0.05,0.04,0,0.01
2010,Wii,ZoDiPu,Fig,0.06,0,0,0.01
2010,DS,ZoDiPu,Fig,0.06,0,0,0
2007,PTwo,AcEn,Fig,0.15,0.11,0,0.04
2007,XB,AcEn,Fig,0.09,0.03,0,0
2018,3DS,YaClGa,Pla,0.07,0.04,0.01,0.01
2018,WiiU,YaClGa,Pla,0.06,0.04,0,0.01
2018,PFour,YaClGa,Pla,0.03,0.03,0,0.01
2012,DS,KoDiEn,Spo,0,0,0.07,0
2010,PTwo,KaSh,Adv,0,0,0.02,0
,DS,Un,Pla,0.01,0,0,0
2012,PTwo,TH,Rac,0.02,0.02,0,0.01
2003,PS,MiInEn,Sho,0.01,0.01,0,0
,DS,KoDiEn,Mis,0,0,0.02,0
2008,GBA,KoDiEn,Rol,0.01,0.01,0,0
2007,GBA,KoDiEn,Rol,0.1,0.04,0,0
2008,GBA,KoDiEn,Act,0.04,0.02,0,0
2008,GC,NaBaGa,Mis,0.06,0.02,0,0
2008,PTwo,At,Fig,0.07,0.05,0,0.02
2008,GC,NaBaGa,Fig,0.05,0.01,0,0
2008,PTwo,NaBaGa,Fig,0.01,0.01,0,0
2009,GC,NaBaGa,Fig,0.03,0.01,0,0
1998,PS,ElAr,Sim,0.05,0.04,0,0.01
2019,PSV,Un,Adv,0,0,0.01,0
2011,PTwo,Ru,Adv,0,0,0.01,0
2018,PSV,AkGa,Act,0.01,0,0.04,0
2013,DS,Sp,Rol,0,0,0.13,0
2015,PSP,Sp,Rol,0,0,0.04,0
2011,Wii,Se,Rol,0.08,0,0.11,0.01
2016,PSP,IdFa,Adv,0,0,0.02,0
2016,PSP,IdFa,Adv,0,0,0.01,0
1999,SAT,Ga,Sho,0,0,0.02,0
2013,PC,PaIn,Sim,0,0.04,0,0.01
2010,PC,LiIn,Sim,0,0.01,0,0
2010,PTwo,SuIn,Rac,0,0,0.02,0
2012,PSP,Cy,Adv,0,0,0.01,0
2012,PSP,Cy,Adv,0,0,0.01,0
2001,PS,GaNeSy,Adv,0,0,0.11,0.01
2001,SAT,Se,Adv,0,0,0.11,0
2012,PSP,Br,Fig,0,0,0.01,0
2010,PTwo,Br,Fig,0,0,0.02,0
2001,PS,GaNeSy,Mis,0,0,0.05,0
2011,DS,Br,Sim,0,0,0.03,0
2009,PSP,NaBaGa,Adv,0,0,0.05,0
2014,PSV,SoCoEn,Act,0.06,0.05,0.02,0.03
2018,PSV,IdFa,Act,0,0,0.01,0
2017,PSP,IdFa,Adv,0,0,0.01,0
2005,PTwo,SoCoEn,Pla,0.36,0.28,0.22,0.09
2014,3DS,Se,Pla,0.14,0.07,0,0.02
2010,PTwo,Pr,Adv,0,0,0.02,0
2015,PS3,MiSt,Act,0,0,0.02,0
2010,PTwo,Se,Rol,0,0,0.13,0
2007,PTwo,Se,Rol,0.05,0.04,0,0.01
2011,DS,DeSoIn,Act,0.03,0,0,0
2006,GBA,TH,Rol,0.06,0.02,0,0
2005,GBA,At,Rol,0.03,0.01,0.09,0
2017,PS3,Se,Rol,0,0,0.14,0
2013,PSP,Se,Rol,0,0,0.2,0
2007,GBA,TH,Rol,0.06,0.02,0,0
2008,PTwo,Se,Rol,0.06,0.04,0,0.01
2001,SAT,Se,Str,0,0,0.05,0
2000,SAT,Se,Str,0,0,0.13,0
1996,GEN,Se,Str,0,0,0.19,0
2012,DS,Se,Str,0,0,0.06,0
2010,PTwo,Se,Rol,0,0,0.1,0
1997,SCD,Se,Str,0,0,0.14,0
2015,PSP,Se,Rol,0,0,0.2,0
2016,PSP,Se,Rol,0,0,0.11,0
2014,PSP,Ta,Adv,0,0,0.01,0
2000,PS,Ba,Str,0,0,0.3,0.02
1999,PS,Ba,Rol,0,0,0.52,0.04
2013,PSP,TeKo,Act,0,0,0.11,0
2013,PS3,TeKo,Act,0,0,0.02,0
2013,PS3,TeKo,Act,0,0,0.03,0
2014,PSP,TeKo,Act,0,0,0.11,0
2012,PSP,TeKo,Act,0,0,0.05,0
2013,PSP,TeKo,Act,0,0,0.05,0
2008,360,TeKo,Act,0,0,0.01,0
2001,PS,ToCo,Fig,0,0,0.21,0.01
1999,PS,ToCo,Fig,0,0,0.26,0.02
1998,PS,ToCo,Fig,0,0,0.3,0.02
1996,SNES,HuSo,Rol,0,0,0.32,0
2012,DS,At,Rol,0.14,0,0.14,0.01
2011,PTwo,At,Rol,0.34,0.04,0.36,0.08
2012,PSP,Gh,Rol,0.18,0.06,0.34,0.04
2010,PTwo,TeKo,Rol,0.22,0.2,0.16,0.05
2009,PTwo,TeKo,Rol,0,0,0.21,0
2009,PTwo,TeKo,Rol,0.22,0.03,0,0.2
2014,PSP,At,Rol,0.13,0.03,0.11,0.03
2012,PSP,At,Rol,0.08,0,0.13,0.01
2006,PTwo,Gh,Rol,0.07,0.05,0.25,0.02
2008,PTwo,Gh,Rol,0.04,0.03,0,0.01
2007,PTwo,Gh,Rol,0.06,0.05,0,0.02
2014,3DS,Gh,Rol,0.28,0.01,0.06,0.02
2014,DS,Gh,Rol,0.17,0.01,0.12,0.01
2018,3DS,At,Rol,0,0.03,0.09,0
2012,DS,At,Rol,0.14,0,0.12,0.01
2011,PTwo,At,Rol,0,0,0.17,0
2011,PTwo,At,Rol,0.07,0.05,0,0.02
2000,SAT,At,Rol,0,0,0.31,0
2002,PS,At,Rol,0,0,0.14,0.01
2015,3DS,At,Rol,0.13,0.02,0.14,0.01
2009,PTwo,TeKo,Rol,0,0,0.09,0
1998,SAT,At,Rol,0,0,0.38,0
2018,WiiU,Ni,Rol,0.1,0.04,0.06,0.01
2005,XB,At,Rol,0,0,0.05,0
2019,3DS,DeSi,Rol,0.03,0,0.14,0
2016,3DS,At,Rol,0.28,0,0.27,0.02
1997,SNES,At,Rol,0,0,0.37,0
2004,PS,At,Rol,0,0,0.09,0.01
2010,DS,KaSh,Act,0,0,0.07,0
2017,PS3,Vi,Adv,0,0,0.01,0
2013,PSP,Ye,Adv,0,0,0.03,0
2013,PSP,Ye,Adv,0,0,0.03,0
2013,PSP,Ye,Adv,0,0,0.04,0
2015,PSP,Ac,Rol,0,0,0.09,0
2014,PS3,TH,Adv,0,0,0.11,0
2014,PSV,Ch,Adv,0,0,0.05,0
2013,PSP,IdFa,Adv,0,0,0.02,0
2019,PSV,NiIcSo,Adv,0,0,0.01,0
2017,PSV,NiIcSo,Adv,0,0,0.05,0
2017,PS3,NiIcSo,Adv,0,0,0.04,0
1999,PS,MeWo,Mis,0,0,0.04,0
2009,Wii,FiGa,Act,0,0,0.07,0
2011,DS,FiGa,Pla,0,0,0.15,0
2012,DS,FiGa,Pla,0,0,0.07,0
2012,Wii,Ma,Spo,0.12,0,0,0.01
2010,PTwo,Ca,Fig,0,0,0.01,0
2005,PTwo,3D,Adv,0.03,0.02,0,0.01
2012,DS,FoHoIn,Adv,0.06,0.3,0,0.04
2013,Wii,FoHoIn,Adv,0,0.04,0,0.01
2017,PFour,FoHoIn,Adv,0.08,0.14,0,0.05
2017,One,FoHoIn,Adv,0.03,0.04,0,0.01
2017,PS3,FoHoIn,Adv,0.03,0.04,0,0.01
2017,360,FoHoIn,Adv,0.03,0.03,0,0.01
2017,PC,FoHoIn,Adv,0,0.05,0,0
2012,360,FoHoIn,Adv,0.11,0.04,0,0.01
2013,DS,FoHoIn,Adv,0.07,0.14,0,0.03
2012,PSP,Su,Sim,0,0,0.01,0
2004,DC,Se,Adv,0,0,0.15,0
2005,XB,MiGaSt,Adv,0.22,0.08,0,0.01
2002,DC,Se,Adv,0.52,0.24,0.38,0.04
2007,XB,EiIn,Sho,0.16,0.05,0,0.01
2012,360,EiIn,Sho,0.05,0.03,0,0.01
2012,PS3,EiIn,Sho,0.04,0.03,0,0.01
1998,PS,CoDeLt,Act,0.06,0.04,0,0.01
2013,Wii,ZoGa,Spo,0.17,0,0,0.01
2012,Wii,Ub,Spo,0.25,0.04,0,0.02
2011,Wii,Ub,Spo,0.94,0.57,0,0.17
2011,PS3,Ub,Spo,0.31,0.24,0.01,0.1
2011,PSP,Ub,Spo,0.26,0.03,0,0.03
2011,PTwo,Ub,Spo,0.15,0.12,0,0.04
2011,DS,Ub,Spo,0.21,0,0,0.02
,360,Ub,Spo,0.48,0.26,0,0.08
2013,PS3,Ub,Spo,0.11,0.05,0,0.03
2013,Wii,Ub,Spo,0.14,0.03,0,0.01
2013,360,Ub,Spo,0.1,0.05,0,0.01
2013,PC,Ub,Spo,0,0.03,0,0.01
2011,DS,D3,Adv,0.04,0,0,0
2004,PTwo,Co,Spo,0.36,0.28,0,0.09
2004,GBA,Ac,Spo,0.26,0.1,0,0.01
2008,XB,TaIn,Str,0.03,0.01,0,0
2007,PTwo,Ac,Act,0.37,0.29,0,0.1
2007,GBA,Ac,Act,0.49,0.18,0,0.01
2007,GC,Ac,Act,0.23,0.06,0,0.01
2007,XB,Ac,Act,0.15,0.04,0,0.01
2013,360,5p,Adv,0,0,0.02,0
2017,One,Ub,Mis,0.08,0.09,0,0.01
2018,3DS,In,Pla,0,0,0.03,0
2001,PS,Ac,Puz,0.01,0.01,0,0
2005,PS,NaBaGa,Act,0,0,0.18,0.01
2006,GC,NaBaGa,Pla,0,0,0.05,0
2007,PTwo,KoDiEn,Adv,0.06,0.05,0,0.02
2005,GBA,KiRe,Rol,0,0,0.02,0
2009,PTwo,MeWo,Adv,0,0,0.03,0
2014,PS3,ElAr,Act,0.11,0.09,0.04,0.04
2014,360,ElAr,Act,0.1,0.06,0.01,0.02
2010,360,MiGaSt,Rol,0.41,0.02,0,0.04
2002,N64,Ke,Adv,0.06,0.01,0,0
2001,PS,FrSo,Rol,0.01,0.01,0.07,0.01
2008,GC,Se,Pla,0.76,0.2,0,0.03
2008,PTwo,Se,Pla,0.5,0.02,0,0.08
2008,XB,Se,Pla,0.13,0.04,0,0.01
2007,XB,At,Sho,0.11,0.03,0,0.01
2008,PTwo,SoCoEn,Act,0.78,0.03,0.2,0.13
2014,PS3,SoCoEn,Act,0,0,0.04,0
2008,PTwo,Ca,Act,0.13,0.1,0,0.03
2004,PTwo,KoDiEn,Adv,0.09,0.07,0.03,0.02
2012,PSP,KoDiEn,Adv,0.07,0,0,0.01
2000,PS,Ps,Adv,0.05,0.04,0,0.01
2005,PTwo,AcEn,Adv,0.08,0.06,0,0.02
2001,PS,AcEn,Act,0.14,0.09,0,0.02
2002,N64,AcEn,Act,0.18,0.08,0,0.01
2002,PS,CrEn,Act,0.1,0.07,0,0.01
2008,PTwo,Gh,Rol,0.07,0.06,0,0.02
2007,PTwo,MiGa,Rol,0.12,0.09,0,0.03
2004,PTwo,MiGa,Rol,0.09,0.07,0.1,0.02
2010,DS,TeKo,Mis,0,0,0.02,0
2003,PTwo,NaBaGa,Act,0,0,0.09,0
2007,PTwo,Se,Act,0.04,0.03,0,0.01
2014,Wii,WaBrInEn,Mis,0.1,0,0,0.01
2014,DS,WaBrInEn,Mis,0.08,0,0,0.01
2014,360,WaBrInEn,Mis,0.39,0.1,0,0.04
2001,PS,Ne,Mis,0.13,0.09,0,0.02
2002,N64,Ne,Mis,0.15,0.04,0,0
2001,PS,Ne,Mis,0.17,0.12,0,0.02
2002,N64,Ne,Mis,0.14,0.04,0,0
2013,Wii,WaBrInEn,Mis,0.37,0,0,0.02
2013,DS,WaBrInEn,Mis,0.27,0,0,0.02
2013,PC,WaBrInEn,Mis,0.04,0,0,0
2013,Wii,WaBrInEn,Mis,0.29,0,0,0.02
2013,DS,WaBrInEn,Mis,0.26,0,0,0.02
2013,PC,WaBrInEn,Mis,0.05,0,0,0
2007,PTwo,GlSt,Sho,0.04,0.03,0,0.01
2007,GC,GlSt,Sho,0.02,0,0,0
2008,XB,TaIn,Sho,0.05,0.01,0,0
2008,PC,TaIn,Sho,0,0.01,0,0
2013,PC,DeDi,Sho,0,0.02,0,0
2014,360,Ma,Sho,0,0.02,0,0
2007,GBA,GlSt,Sho,0.02,0.01,0,0
2014,PC,Ma,Sho,0.01,0.05,0,0.01
2005,XB,TaIn,Sho,0.11,0.03,0,0.01
2016,3DS,NaBaGa,Act,0,0,0.35,0
1998,PS,SoCoEn,Str,0,0,0.13,0.01
2000,SAT,NEIn,Adv,0,0,0.08,0
2003,DC,NEIn,Adv,0,0,0.08,0
2001,SAT,NEIn,Adv,0,0,0.25,0
2014,PSP,KoDiEn,Rol,0,0,0.06,0
2014,3DS,MaIn,Act,0,0,0.16,0
2018,PSV,MaIn,Act,0.06,0.05,0.09,0.03
2018,PFour,MaIn,Act,0.07,0,0.08,0.02
2017,PSV,MaEn,Mis,0,0,0.03,0
2016,PSV,MaEn,Fig,0.13,0.02,0.16,0.05
2015,3DS,MaEn,Act,0,0,0.14,0
2017,3DS,MaEn,Act,0.09,0.03,0.08,0.01
2013,360,G.,Fig,0,0,0.03,0
2017,PSV,IdFa,Adv,0,0,0.02,0
2019,PSV,Un,Act,0,0,0.02,0
2014,Wii,Ac,Act,0,0,0.08,0
2015,PSP,Ac,Act,0,0,0.04,0
2014,PS3,Ac,Act,0,0,0.33,0
2014,PS3,TeKo,Act,0,0,0.14,0
2012,PTwo,Ye,Adv,0,0,0.02,0
2012,PSP,Ye,Adv,0,0,0.01,0
2013,PSP,SySo,Str,0,0,0.01,0
2013,PSP,IrSoEn,Str,0,0,0.03,0
2011,PSP,IrSoEn,Mis,0,0,0.02,0
1998,PS,SoCoEn,Str,0,0,0.11,0.01
2019,PFour,Ca,Act,0,0,0.03,0
2019,PS3,Ca,Act,0,0,0.02,0
2013,PS3,Ca,Act,0.17,0.04,0.4,0.03
2013,Wii,Ca,Act,0.08,0.02,0.2,0.01
2014,PSP,Ca,Act,0,0,0.16,0
2012,PSP,Ca,Act,0,0,0.26,0
2011,PTwo,Ca,Fig,0,0,0.05,0
2018,PS3,Ca,Act,0,0,0.09,0
2018,PFour,Ca,Act,0,0,0.05,0
2017,PS3,Ca,Act,0,0,0.27,0
2014,PS3,Ca,Act,0,0,0.22,0
2014,Wii,Ca,Act,0,0,0.13,0
2010,PTwo,Ca,Act,0,0,0.2,0
2010,Wii,Ca,Act,0,0,0.01,0
2009,PTwo,Ca,Act,0,0,0.26,0
2014,PC,PaIn,Str,0,0.01,0,0
2014,360,Ub,Spo,0.08,0.03,0,0.01
2012,PTwo,Al,Adv,0,0,0.01,0
2013,DS,Ka,Mis,0,0,0.03,0
2011,DS,Ni,Mis,0,0,0.04,0
2013,DS,KaSh,Adv,0,0,0.02,0
2016,3DS,ArSyWo,Rol,0,0,0.01,0
2015,PSP,Cy,Act,0,0,0.02,0
1998,SNES,Sq,Rol,0,0,0.89,0
1999,SAT,Se,Rac,0,0,0.11,0
2011,360,Se,Spo,1.75,0.86,0,0.28
2011,Wii,Se,Spo,0.28,0.65,0,0.13
2011,DS,Se,Spo,0.29,0.37,0,0.08
2011,PS3,Se,Spo,0.13,0.2,0,0.08
2011,PTwo,Se,Spo,0.1,0,0,0.28
2007,PTwo,Se,Mis,0.08,0.06,0,0.02
2005,PTwo,Se,Spo,0.06,0.05,0,0.02
2005,GC,Se,Spo,0.05,0.01,0,0
2005,XB,Se,Spo,0.04,0.01,0,0
2005,GBA,At,Mis,0.23,0.08,0,0.01
2010,PS3,Se,Rac,0.07,0.43,0,0.14
2010,360,Se,Rac,0.12,0.28,0,0.05
2010,PSP,Se,Rac,0.03,0.15,0,0.08
2010,PC,Se,Rac,0,0.01,0,0
2002,DC,Se,Rac,0,0,0.41,0
1998,SAT,Se,Rac,0.21,0.16,0.77,0.02
,PTwo,Un,Rac,0,0,0.04,0
2006,XB,Se,Rac,0.06,0.02,0,0
2005,XB,Se,Rac,0.12,0.03,0.03,0.01
2003,DC,Se,Rac,0,0,0.13,0
2009,PS3,Se,Spo,0,0,0.01,0
2008,PTwo,Se,Mis,0.21,0.16,0,0.05
2008,DS,Se,Mis,0.08,0,0,0.01
2005,PTwo,Se,Spo,0.09,0.07,0,0.02
2002,DC,Se,Spo,0,0,0.09,0
2011,Wii,Se,Spo,0.46,0.01,0,0.04
2006,GBA,TH,Mis,0.03,0.01,0,0
2011,PTwo,Se,Sho,0,0,0.04,0
2011,PTwo,Se,Rol,0,0,0.02,0
2010,PTwo,Se,Rol,0,0,0.02,0
2009,PTwo,Se,Act,0,0,0.02,0
2005,PTwo,PlIt,Rac,0.52,0.4,0,0.14
2012,360,SoGa,Sho,0.15,0.09,0,0.03
2012,PC,SoGa,Sho,0.01,0.01,0,0
2015,DS,AvSo,Act,0,0.02,0,0
2006,PTwo,Lu,Sim,0.24,0.18,0,0.06
2006,XB,Lu,Sim,0.19,0.05,0,0.01
2011,PTwo,Ac,Act,0.03,0.03,0,0.01
2011,360,AcVa,Act,0.04,0,0,0
1996,SNES,Sq,Rol,0.25,0.07,1.49,0.02
2013,PSP,Ye,Adv,0,0,0.01,0
2009,PC,DrIn,Adv,0,0.04,0,0.01
2011,Wii,KoMe,Adv,0.05,0.02,0,0.01
2011,DS,DeSi,Adv,0.04,0.01,0,0
2012,PC,DeSi,Adv,0,0.03,0,0.01
2012,Wii,DeSi,Adv,0,0.03,0,0
2012,DS,DeSi,Adv,0,0.01,0,0
2011,PSP,SoCoEn,Pla,0.33,0.22,0,0
2011,PSP,SoCoEn,Pla,0.04,0.03,0.04,0.02
2012,PTwo,SoCoEn,Pla,0.13,0.18,0,0.29
2005,GBA,ViGa,Pla,0.56,0.21,0,0.01
2007,PTwo,Co,Adv,0.07,0.05,0,0.02
2007,XB,Co,Adv,0.05,0.02,0,0
2007,GC,Co,Adv,0.04,0.01,0,0
2008,PTwo,Ac,Adv,0.08,0.06,0,0.02
2008,GC,Ac,Adv,0.07,0.02,0,0
2008,GBA,Ac,Adv,0.06,0.02,0,0
2008,DS,Ac,Adv,0.05,0,0,0
2008,XB,Ac,Adv,0.01,0,0,0
2004,PTwo,ASEn,Sim,0,0,0.32,0
2010,PTwo,Se,Sim,0,0,0.06,0
2002,DC,Se,Sim,0,0,0.52,0
2005,XB,TDMe,Sho,0.04,0.01,0,0
2013,DS,FoMeGa,Sim,0.02,0.01,0,0
2010,Wii,ZuGa,Adv,0.04,0,0,0
2010,DS,DSGa,Adv,0.01,0,0,0
2009,Wii,NaBaGa,Str,0,0,0.05,0
1999,PS,NaBaGa,Sho,0,0,0.05,0
2008,GC,NaBaGa,Str,0,0,0.07,0
2013,Wii,NaBaGa,Str,0,0,0.03,0
2013,DS,NaBaGa,Act,0,0,0.02,0
1997,SNES,NaBaGa,Str,0,0,0.19,0
1998,SNES,NaBaGa,Str,0,0,0.2,0
1994,SNES,AnSt,Rol,0,0,0.29,0
2004,PS,NaBaGa,Str,0,0,0.11,0.01
2003,PS,NaBaGa,Str,0,0,0.36,0.02
2015,PSP,NaBaGa,Str,0,0,0.31,0
2004,WS,NaBaGa,Str,0,0,0.03,0
2010,DS,NaBaGa,Str,0,0,0.26,0
2002,PS,NaBaGa,Str,0,0,0.51,0.04
2014,PSP,NaBaGa,Str,0,0,0.34,0
2014,Wii,NaBaGa,Str,0,0,0.05,0
2012,PTwo,NaBaGa,Str,0,0,0.31,0
2012,Wii,NaBaGa,Str,0,0,0.06,0
2010,PTwo,NaBaGa,Str,0,0,0.38,0
2007,PTwo,NaBaGa,Str,0,0,0.4,0
2009,PSP,NaBaGa,Str,0,0,0.27,0
2005,PTwo,NaBaGa,Str,0,0,0.57,0
2008,DS,NaBaGa,Rol,0,0,0.09,0
2014,3DS,NaBaGa,Rol,0,0,0.16,0
2001,PS,NaBaGa,Str,0,0,0.67,0.05
2000,PS,NaBaGa,Str,0,0,0.27,0.02
2007,PTwo,NaBaGa,Sho,0.02,0.01,0,0
2007,GBA,NaBaGa,Sho,0.01,0,0,0
2009,DS,SoGa,Act,0.05,0,0,0
2013,DS,TH,Sim,0.15,0,0,0.01
2015,3DS,WaBrInEn,Act,0.55,0.01,0,0.04
2015,WiiU,WaBrInEn,Act,0.26,0.09,0,0.03
2016,WiiU,WaBrInEn,Puz,0.1,0,0,0.01
2016,3DS,WaBrInEn,Puz,0.09,0,0,0.01
2012,DS,WaBrInEn,Puz,1.71,0.32,0.02,0.18
2008,XB,DeSi,Act,0.02,0,0,0
2008,GBA,ZoDiPu,Mis,0.04,0.01,0,0
2010,DS,Ub,Puz,0,0.48,0,0
2012,DS,Ub,Puz,0,0.24,0,0
2002,PS,Ub,Mis,0.14,0.1,0,0.02
2012,DS,Ub,Mis,0.21,0.02,0,0.03
2012,PSP,ElAr,Mis,0.08,0,0,0.01
2011,360,Ac,Rac,0.11,0.01,0,0.01
2011,Wii,Ac,Rac,0.09,0,0,0.01
2011,PS3,Ac,Rac,0.07,0,0,0.01
2011,PTwo,Ac,Rac,0,0,0,0
2009,DS,TH,Adv,0.08,0.01,0,0.01
2009,PSP,TH,Adv,0.07,0.01,0,0.01
2008,PTwo,TH,Pla,0.12,0.1,0,0.03
2008,GBA,TH,Pla,0.13,0.05,0,0
2008,GC,TH,Pla,0.12,0.03,0,0
2008,DS,TH,Pla,0.07,0.02,0,0.01
2008,XB,TH,Pla,0.06,0.02,0,0
2005,PTwo,TH,Pla,1.17,0.72,0,0.22
2005,GC,TH,Pla,0.23,0.06,0,0.01
2006,XB,TH,Pla,0.11,0.03,0,0.01
2006,GBA,TH,Act,0.31,0.12,0,0.01
2007,PTwo,TH,Act,0.22,0.17,0,0.06
2007,GC,TH,Act,0.17,0.04,0,0.01
2007,XB,TH,Act,0.11,0.03,0,0.01
2012,Wii,WaBrInEn,Act,0.88,0.05,0,0.07
2012,DS,WaBrInEn,Act,0.63,0.17,0,0.07
2012,PTwo,WaBrInEn,Act,0.14,0.03,0,0.16
2003,N64,TH,Act,0.3,0.06,0,0
2013,Wii,WaBrInEn,Act,0.29,0.13,0,0.04
2013,DS,WaBrInEn,Act,0.26,0.1,0,0.03
2013,PTwo,WaBrInEn,Act,0.08,0.11,0,0.08
2004,GBA,Ub,Adv,0.3,0.11,0,0.01
2007,GBA,TH,Act,0.51,0.19,0,0.01
2004,GBA,TH,Pla,0.33,0.12,0,0.01
2004,PS,TH,Adv,0.59,1.23,0,0.13
2012,Wii,Ac,Mis,0.12,0.01,0,0.01
2012,DS,Ac,Mis,0.09,0.01,0,0.01
2011,PTwo,In,Adv,0,0,0.02,0
2013,Wii,NaBaGa,Mis,0,0.17,0,0.03
2013,PC,NaBaGa,Mis,0,0.02,0,0.01
2012,Wii,KoDiEn,Mis,0.16,0.08,0,0.02
